Id,date,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,Usage_kWh
6046,4/3/2018 23:30,3.64,0,0,64.35,100,84600,Weekend,Sunday,Light_Load,3.06
6047,4/3/2018 23:45,3.71,0,0,63.13,100,85500,Weekend,Sunday,Light_Load,3.02
6048,4/3/2018 0:00,3.74,0,0,62.82,100,0,Weekend,Sunday,Light_Load,3.02
6049,5/3/2018 0:15,3.71,0,0,62.75,100,900,Weekday,Monday,Light_Load,2.99
6050,5/3/2018 0:30,3.78,0,0,62.92,100,1800,Weekday,Monday,Light_Load,3.06
6051,5/3/2018 0:45,3.74,0,0,63.82,100,2700,Weekday,Monday,Light_Load,3.1
6052,5/3/2018 1:00,3.82,0,0,62.02,100,3600,Weekday,Monday,Light_Load,3.02
6053,5/3/2018 1:15,4.82,0,0,59.09,100,4500,Weekday,Monday,Light_Load,3.53
6054,5/3/2018 1:30,4.82,0,0,59.09,100,5400,Weekday,Monday,Light_Load,3.53
6055,5/3/2018 1:45,5.4,0,0,56.21,100,6300,Weekday,Monday,Light_Load,3.67
6056,5/3/2018 2:00,4.03,0,0,61.83,100,7200,Weekday,Monday,Light_Load,3.17
6057,5/3/2018 2:15,3.89,0,0,61.83,100,8100,Weekday,Monday,Light_Load,3.06
6058,5/3/2018 2:30,3.78,0,0,62.42,100,9000,Weekday,Monday,Light_Load,3.02
6059,5/3/2018 2:45,3.78,0,0,62.42,100,9900,Weekday,Monday,Light_Load,3.02
6060,5/3/2018 3:00,3.78,0,0,62.42,100,10800,Weekday,Monday,Light_Load,3.02
6061,5/3/2018 3:15,3.85,0,0,61.72,100,11700,Weekday,Monday,Light_Load,3.02
6062,5/3/2018 3:30,4,0,0,61.63,100,12600,Weekday,Monday,Light_Load,3.13
6063,5/3/2018 3:45,4.03,0,0,60.47,100,13500,Weekday,Monday,Light_Load,3.06
6064,5/3/2018 4:00,4.03,0,0,60.97,100,14400,Weekday,Monday,Light_Load,3.1
6065,5/3/2018 4:15,4.72,0,0,60.64,100,15300,Weekday,Monday,Light_Load,3.6
6066,5/3/2018 4:30,4.57,0,0,59.12,100,16200,Weekday,Monday,Light_Load,3.35
6067,5/3/2018 4:45,4.07,0,0,60.96,100,17100,Weekday,Monday,Light_Load,3.13
6068,5/3/2018 5:00,4,0,0,60.76,100,18000,Weekday,Monday,Light_Load,3.06
6069,5/3/2018 5:15,5.22,0,0,57.2,100,18900,Weekday,Monday,Light_Load,3.64
6070,5/3/2018 5:30,4.03,0,0,61.34,100,19800,Weekday,Monday,Light_Load,3.13
6071,5/3/2018 5:45,3.78,0,0,62.42,100,20700,Weekday,Monday,Light_Load,3.02
6072,5/3/2018 6:00,3.78,0,0,62.42,100,21600,Weekday,Monday,Light_Load,3.02
6073,5/3/2018 6:15,3.85,0,0,62.72,100,22500,Weekday,Monday,Light_Load,3.1
6074,5/3/2018 6:30,3.92,0,0,61.53,100,23400,Weekday,Monday,Light_Load,3.06
6075,5/3/2018 6:45,4.14,0,0,59.94,100,24300,Weekday,Monday,Light_Load,3.1
6076,5/3/2018 7:00,4.21,0,0,59.66,100,25200,Weekday,Monday,Light_Load,3.13
6077,5/3/2018 7:15,5.22,0,0,56.77,100,26100,Weekday,Monday,Light_Load,3.6
6078,5/3/2018 7:30,5.44,0,0,55.61,100,27000,Weekday,Monday,Light_Load,3.64
6079,5/3/2018 7:45,4.18,0,0,67.75,100,27900,Weekday,Monday,Light_Load,3.85
6080,5/3/2018 8:00,3.82,0,0,73.16,100,28800,Weekday,Monday,Light_Load,4.1
6081,5/3/2018 8:15,34.67,0,0.02,77.04,100,29700,Weekday,Monday,Light_Load,41.9
6082,5/3/2018 8:30,50.72,0,0.04,83.91,100,30600,Weekday,Monday,Light_Load,78.23
6083,5/3/2018 8:45,55.44,0,0.04,85.27,100,31500,Weekday,Monday,Light_Load,90.5
6084,5/3/2018 9:00,24.66,0,0.03,91.78,100,32400,Weekday,Monday,Light_Load,56.99
6085,5/3/2018 9:15,16.7,0,0.03,95.95,100,33300,Weekday,Monday,Medium_Load,56.88
6086,5/3/2018 9:30,11.7,0,0.02,97.4,100,34200,Weekday,Monday,Medium_Load,50.26
6087,5/3/2018 9:45,21.17,0,0.03,93.55,100,35100,Weekday,Monday,Medium_Load,56.05
6088,5/3/2018 10:00,15.48,0,0.02,95.57,100,36000,Weekday,Monday,Medium_Load,50.29
6089,5/3/2018 10:15,27.36,0,0.03,91.78,100,36900,Weekday,Monday,Maximum_Load,63.25
6090,5/3/2018 10:30,38.48,0,0.04,89.86,100,37800,Weekday,Monday,Maximum_Load,78.8
6091,5/3/2018 10:45,49.46,0,0.05,91.88,100,38700,Weekday,Monday,Maximum_Load,115.16
6092,5/3/2018 11:00,39.42,0,0.04,91.38,100,39600,Weekday,Monday,Maximum_Load,88.7
6093,5/3/2018 11:15,64.33,0,0.05,87.89,100,40500,Weekday,Monday,Maximum_Load,118.55
6094,5/3/2018 11:30,45.94,0,0.03,82.99,100,41400,Weekday,Monday,Maximum_Load,68.33
6095,5/3/2018 11:45,51.48,0,0.03,80.27,100,42300,Weekday,Monday,Maximum_Load,69.3
6096,5/3/2018 12:00,46.08,0,0.04,88.72,100,43200,Weekday,Monday,Maximum_Load,88.6
6097,5/3/2018 12:15,2.74,19.37,0,96.91,48.56,44100,Weekday,Monday,Medium_Load,10.76
6098,5/3/2018 12:30,0,25.85,0,100,25.72,45000,Weekday,Monday,Medium_Load,6.88
6099,5/3/2018 12:45,0,25.27,0,100,28.66,45900,Weekday,Monday,Medium_Load,7.56
6100,5/3/2018 13:00,0,25.45,0,100,28.34,46800,Weekday,Monday,Medium_Load,7.52
6101,5/3/2018 13:15,12.56,3.74,0.02,97.42,99.76,47700,Weekday,Monday,Maximum_Load,54.22
6102,5/3/2018 13:30,36.25,0,0.05,95.23,100,48600,Weekday,Monday,Maximum_Load,113.15
6103,5/3/2018 13:45,21.89,0,0.03,95.98,100,49500,Weekday,Monday,Maximum_Load,74.84
6104,5/3/2018 14:00,40.1,0,0.05,94.22,100,50400,Weekday,Monday,Maximum_Load,112.72
6105,5/3/2018 14:15,20.99,0,0.04,96.62,100,51300,Weekday,Monday,Maximum_Load,78.66
6106,5/3/2018 14:30,47.41,0,0.06,93.37,100,52200,Weekday,Monday,Maximum_Load,123.66
6107,5/3/2018 14:45,10.8,0,0.02,97.92,100,53100,Weekday,Monday,Maximum_Load,52.13
6108,5/3/2018 15:00,6.84,0,0.02,98.94,100,54000,Weekday,Monday,Maximum_Load,46.62
6109,5/3/2018 15:15,10.94,0,0.02,97.42,100,54900,Weekday,Monday,Maximum_Load,47.23
6110,5/3/2018 15:30,33.37,0,0.04,93.89,100,55800,Weekday,Monday,Maximum_Load,91.04
6111,5/3/2018 15:45,58.64,0,0.06,90.09,100,56700,Weekday,Monday,Maximum_Load,121.75
6112,5/3/2018 16:00,70.49,0,0.07,90.16,100,57600,Weekday,Monday,Maximum_Load,146.88
6113,5/3/2018 16:15,32.62,0,0.03,91.56,100,58500,Weekday,Monday,Maximum_Load,74.27
6114,5/3/2018 16:30,20.81,0,0.03,94.66,100,59400,Weekday,Monday,Maximum_Load,61.09
6115,5/3/2018 16:45,22.61,0,0.03,93.76,100,60300,Weekday,Monday,Maximum_Load,60.95
6116,5/3/2018 17:00,26.46,0,0.03,92.34,100,61200,Weekday,Monday,Maximum_Load,63.65
6117,5/3/2018 17:15,7.02,0,0.02,98.95,100,62100,Weekday,Monday,Medium_Load,47.99
6118,5/3/2018 17:30,5,1.62,0.02,99.35,99.93,63000,Weekday,Monday,Medium_Load,43.52
6119,5/3/2018 17:45,0,9.47,0.01,100,95.59,63900,Weekday,Monday,Medium_Load,30.82
6120,5/3/2018 18:00,0,9.36,0.01,100,95.8,64800,Weekday,Monday,Medium_Load,31.25
6121,5/3/2018 18:15,16.96,0.5,0.02,91.82,99.99,65700,Weekday,Monday,Medium_Load,39.31
6122,5/3/2018 18:30,31.03,0,0.03,87.83,100,66600,Weekday,Monday,Medium_Load,56.99
6123,5/3/2018 18:45,16.13,0,0.02,95.67,100,67500,Weekday,Monday,Medium_Load,53.03
6124,5/3/2018 19:00,11.59,0,0.02,97.18,100,68400,Weekday,Monday,Medium_Load,47.74
6125,5/3/2018 19:15,9.25,0,0.02,97.88,100,69300,Weekday,Monday,Medium_Load,44.24
6126,5/3/2018 19:30,22.07,0,0.03,94.19,100,70200,Weekday,Monday,Medium_Load,61.88
6127,5/3/2018 19:45,20.59,0,0.03,96.11,100,71100,Weekday,Monday,Medium_Load,71.64
6128,5/3/2018 20:00,17.68,0,0.03,96.56,100,72000,Weekday,Monday,Medium_Load,65.66
6129,5/3/2018 20:15,29.66,0,0.05,95.84,100,72900,Weekday,Monday,Medium_Load,99.61
6130,5/3/2018 20:30,27.72,0,0.04,94.54,100,73800,Weekday,Monday,Medium_Load,80.42
6131,5/3/2018 20:45,31.68,0,0.04,94.92,100,74700,Weekday,Monday,Medium_Load,95.58
6132,5/3/2018 21:00,24.98,0,0.05,97.16,100,75600,Weekday,Monday,Medium_Load,102.56
6133,5/3/2018 21:15,0.76,16.78,0.01,99.94,78.52,76500,Weekday,Monday,Medium_Load,21.28
6134,5/3/2018 21:30,0,25.52,0,100,26.66,77400,Weekday,Monday,Medium_Load,7.06
6135,5/3/2018 21:45,0,24.8,0,100,28.77,78300,Weekday,Monday,Medium_Load,7.45
6136,5/3/2018 22:00,0,24.8,0,100,28.66,79200,Weekday,Monday,Medium_Load,7.42
6137,5/3/2018 22:15,2.3,13.79,0,95.34,46.64,80100,Weekday,Monday,Medium_Load,7.27
6138,5/3/2018 22:30,6.12,0,0,74.86,100,81000,Weekday,Monday,Medium_Load,6.91
6139,5/3/2018 22:45,5.9,0,0,75.53,100,81900,Weekday,Monday,Medium_Load,6.8
6140,5/3/2018 23:00,5.8,0,0,75.94,100,82800,Weekday,Monday,Medium_Load,6.77
6141,5/3/2018 23:15,5.36,0,0,78.54,100,83700,Weekday,Monday,Light_Load,6.8
6142,5/3/2018 23:30,5.18,0,0,79.42,100,84600,Weekday,Monday,Light_Load,6.77
6143,5/3/2018 23:45,5.22,0,0,78.88,100,85500,Weekday,Monday,Light_Load,6.7
6144,5/3/2018 0:00,5.36,0,0,78.22,100,0,Weekday,Monday,Light_Load,6.73
6145,6/3/2018 0:15,5.29,0,0,78.49,100,900,Weekday,Tuesday,Light_Load,6.7
6146,6/3/2018 0:30,5.36,0,0,78.4,100,1800,Weekday,Tuesday,Light_Load,6.77
6147,6/3/2018 0:45,5.4,0,0,78,100,2700,Weekday,Tuesday,Light_Load,6.73
6148,6/3/2018 1:00,5.54,0,0,77.39,100,3600,Weekday,Tuesday,Light_Load,6.77
6149,6/3/2018 1:15,5.44,0,0,77.77,100,4500,Weekday,Tuesday,Light_Load,6.73
6150,6/3/2018 1:30,5.51,0,0,77.7,100,5400,Weekday,Tuesday,Light_Load,6.8
6151,6/3/2018 1:45,5.33,0,0,78.7,100,6300,Weekday,Tuesday,Light_Load,6.8
6152,6/3/2018 2:00,5.47,0,0,77.78,100,7200,Weekday,Tuesday,Light_Load,6.77
6153,6/3/2018 2:15,5.4,0,0,78.18,100,8100,Weekday,Tuesday,Light_Load,6.77
6154,6/3/2018 2:30,5.62,0,0,72.23,100,9000,Weekday,Tuesday,Light_Load,5.87
6155,6/3/2018 2:45,5.9,0,0,63.03,100,9900,Weekday,Tuesday,Light_Load,4.79
6156,6/3/2018 3:00,5.87,0,0,62.9,100,10800,Weekday,Tuesday,Light_Load,4.75
6157,6/3/2018 3:15,5.72,0,0,63.32,100,11700,Weekday,Tuesday,Light_Load,4.68
6158,6/3/2018 3:30,5.83,0,0,62.27,100,12600,Weekday,Tuesday,Light_Load,4.64
6159,6/3/2018 3:45,5.76,0,0,62.73,100,13500,Weekday,Tuesday,Light_Load,4.64
6160,6/3/2018 4:00,5.8,0,0,63.12,100,14400,Weekday,Tuesday,Light_Load,4.72
6161,6/3/2018 4:15,5.54,0,0,64.53,100,15300,Weekday,Tuesday,Light_Load,4.68
6162,6/3/2018 4:30,5.51,0,0,64.41,100,16200,Weekday,Tuesday,Light_Load,4.64
6163,6/3/2018 4:45,5.62,0,0,63.99,100,17100,Weekday,Tuesday,Light_Load,4.68
6164,6/3/2018 5:00,5.4,0,0,69.02,100,18000,Weekday,Tuesday,Light_Load,5.15
6165,6/3/2018 5:15,5.36,0,0,72.55,100,18900,Weekday,Tuesday,Light_Load,5.65
6166,6/3/2018 5:30,5.26,0,0,73.19,100,19800,Weekday,Tuesday,Light_Load,5.65
6167,6/3/2018 5:45,5.08,0,0,72.58,100,20700,Weekday,Tuesday,Light_Load,5.36
6168,6/3/2018 6:00,5.26,0,0,66.15,100,21600,Weekday,Tuesday,Light_Load,4.64
6169,6/3/2018 6:15,5.22,0,0,66.2,100,22500,Weekday,Tuesday,Light_Load,4.61
6170,6/3/2018 6:30,5.11,0,0,66.98,100,23400,Weekday,Tuesday,Light_Load,4.61
6171,6/3/2018 6:45,5.15,0,0,66.94,100,24300,Weekday,Tuesday,Light_Load,4.64
6172,6/3/2018 7:00,5.08,0,0,68.83,100,25200,Weekday,Tuesday,Light_Load,4.82
6173,6/3/2018 7:15,4.79,0,0,79.42,100,26100,Weekday,Tuesday,Light_Load,6.26
6174,6/3/2018 7:30,4.64,0,0,84.53,100,27000,Weekday,Tuesday,Light_Load,7.34
6175,6/3/2018 7:45,5.47,0,0,81.52,100,27900,Weekday,Tuesday,Light_Load,7.7
6176,6/3/2018 8:00,6.66,0,0,80.73,100,28800,Weekday,Tuesday,Light_Load,9.11
6177,6/3/2018 8:15,28.22,0,0.02,81.26,100,29700,Weekday,Tuesday,Light_Load,39.35
6178,6/3/2018 8:30,50.9,0,0.04,85.24,100,30600,Weekday,Tuesday,Light_Load,82.98
6179,6/3/2018 8:45,63.68,0,0.05,86.28,100,31500,Weekday,Tuesday,Light_Load,108.68
6180,6/3/2018 9:00,47.38,0,0.06,93.1,100,32400,Weekday,Tuesday,Light_Load,120.89
6181,6/3/2018 9:15,34.16,0,0.04,93.86,100,33300,Weekday,Tuesday,Medium_Load,92.92
6182,6/3/2018 9:30,39.38,0,0.05,93.56,100,34200,Weekday,Tuesday,Medium_Load,104.4
6183,6/3/2018 9:45,46.4,0,0.06,94.05,100,35100,Weekday,Tuesday,Medium_Load,128.41
6184,6/3/2018 10:00,35.6,0,0.04,91.24,100,36000,Weekday,Tuesday,Medium_Load,79.34
6185,6/3/2018 10:15,22.61,0,0.03,93.74,100,36900,Weekday,Tuesday,Maximum_Load,60.88
6186,6/3/2018 10:30,20.45,0,0.03,94.78,100,37800,Weekday,Tuesday,Maximum_Load,60.8
6187,6/3/2018 10:45,27.76,0,0.03,93.17,100,38700,Weekday,Tuesday,Maximum_Load,71.21
6188,6/3/2018 11:00,20.09,0,0.03,94.41,100,39600,Weekday,Tuesday,Maximum_Load,57.53
6189,6/3/2018 11:15,38.12,0,0.03,85.77,100,40500,Weekday,Tuesday,Maximum_Load,63.58
6190,6/3/2018 11:30,50.18,0,0.03,82.21,100,41400,Weekday,Tuesday,Maximum_Load,72.47
6191,6/3/2018 11:45,40.97,0,0.03,82.14,100,42300,Weekday,Tuesday,Maximum_Load,59
6192,6/3/2018 12:00,42.01,0,0.03,84.45,100,43200,Weekday,Tuesday,Maximum_Load,66.24
6193,6/3/2018 12:15,6.19,13.36,0.01,96.26,85.47,44100,Weekday,Tuesday,Medium_Load,22
6194,6/3/2018 12:30,0,14.29,0.01,100,86.33,45000,Weekday,Tuesday,Medium_Load,24.44
6195,6/3/2018 12:45,0.5,16.92,0.01,99.97,75.31,45900,Weekday,Tuesday,Medium_Load,19.37
6196,6/3/2018 13:00,0.07,10.91,0.01,100,93.42,46800,Weekday,Tuesday,Medium_Load,28.58
6197,6/3/2018 13:15,14.36,2.99,0.02,95.97,99.81,47700,Weekday,Tuesday,Maximum_Load,49.07
6198,6/3/2018 13:30,29.81,0,0.03,90.4,100,48600,Weekday,Tuesday,Maximum_Load,63.04
6199,6/3/2018 13:45,31.61,0,0.03,91.61,100,49500,Weekday,Tuesday,Maximum_Load,72.22
6200,6/3/2018 14:00,50.11,0,0.04,85.19,100,50400,Weekday,Tuesday,Maximum_Load,81.5
6201,6/3/2018 14:15,21.35,0,0.02,92.58,100,51300,Weekday,Tuesday,Maximum_Load,52.27
6202,6/3/2018 14:30,21.38,0,0.02,92.07,100,52200,Weekday,Tuesday,Maximum_Load,50.44
6203,6/3/2018 14:45,27.76,0,0.03,91.19,100,53100,Weekday,Tuesday,Maximum_Load,61.7
6204,6/3/2018 15:00,28.37,0,0.03,92.09,100,54000,Weekday,Tuesday,Maximum_Load,67.03
6205,6/3/2018 15:15,36.07,0,0.03,90.04,100,54900,Weekday,Tuesday,Maximum_Load,74.63
6206,6/3/2018 15:30,34.45,0,0.04,93.42,100,55800,Weekday,Tuesday,Maximum_Load,90.25
6207,6/3/2018 15:45,25.99,0,0.03,94.31,100,56700,Weekday,Tuesday,Maximum_Load,73.69
6208,6/3/2018 16:00,29.12,0,0.03,93.11,100,57600,Weekday,Tuesday,Maximum_Load,74.34
6209,6/3/2018 16:15,29.02,0,0.03,93.34,100,58500,Weekday,Tuesday,Maximum_Load,75.46
6210,6/3/2018 16:30,31.68,0,0.04,93.44,100,59400,Weekday,Tuesday,Maximum_Load,83.09
6211,6/3/2018 16:45,36.32,0,0.04,90.6,100,60300,Weekday,Tuesday,Maximum_Load,77.76
6212,6/3/2018 17:00,48.64,0,0.05,92.09,100,61200,Weekday,Tuesday,Maximum_Load,114.91
6213,6/3/2018 17:15,26.93,0,0.03,94.21,100,62100,Weekday,Tuesday,Medium_Load,75.67
6214,6/3/2018 17:30,29.77,0,0.04,94.13,100,63000,Weekday,Tuesday,Medium_Load,82.98
6215,6/3/2018 17:45,4.39,1.44,0.03,99.71,99.97,63900,Weekday,Tuesday,Medium_Load,57.96
6216,6/3/2018 18:00,2.48,1.4,0.03,99.91,99.97,64800,Weekday,Tuesday,Medium_Load,57.85
6217,6/3/2018 18:15,20.52,0.04,0.02,92.31,100,65700,Weekday,Tuesday,Medium_Load,49.25
6218,6/3/2018 18:30,31.03,0,0.02,84.12,100,66600,Weekday,Tuesday,Medium_Load,48.28
6219,6/3/2018 18:45,31.39,0,0.03,89.54,100,67500,Weekday,Tuesday,Medium_Load,63.14
6220,6/3/2018 19:00,24.05,0,0.03,92.8,100,68400,Weekday,Tuesday,Medium_Load,59.9
6221,6/3/2018 19:15,28.08,0,0.03,91.67,100,69300,Weekday,Tuesday,Medium_Load,64.4
6222,6/3/2018 19:30,21.78,0,0.03,93.45,100,70200,Weekday,Tuesday,Medium_Load,57.17
6223,6/3/2018 19:45,26.5,0,0.03,92.43,100,71100,Weekday,Tuesday,Medium_Load,64.19
6224,6/3/2018 20:00,22.43,0,0.03,93.54,100,72000,Weekday,Tuesday,Medium_Load,59.33
6225,6/3/2018 20:15,21.85,0,0.03,93.16,100,72900,Weekday,Tuesday,Medium_Load,55.98
6226,6/3/2018 20:30,24.3,0,0.03,93.18,100,73800,Weekday,Tuesday,Medium_Load,62.39
6227,6/3/2018 20:45,16.49,0,0.03,96.21,100,74700,Weekday,Tuesday,Medium_Load,58.18
6228,6/3/2018 21:00,2.48,5,0.02,99.79,99.13,75600,Weekday,Tuesday,Medium_Load,37.76
6229,6/3/2018 21:15,0,16.31,0.01,100,79.51,76500,Weekday,Tuesday,Medium_Load,21.38
6230,6/3/2018 21:30,0,26.03,0,100,29.71,77400,Weekday,Tuesday,Medium_Load,8.1
6231,6/3/2018 21:45,0,26.82,0,100,19.6,78300,Weekday,Tuesday,Medium_Load,5.36
6232,6/3/2018 22:00,0,26.89,0,100,19.55,79200,Weekday,Tuesday,Medium_Load,5.36
6233,6/3/2018 22:15,1.73,15.16,0,94.66,31.77,80100,Weekday,Tuesday,Medium_Load,5.08
6234,6/3/2018 22:30,4.75,0,0,72.01,100,81000,Weekday,Tuesday,Medium_Load,4.93
6235,6/3/2018 22:45,4.68,0,0,72.03,100,81900,Weekday,Tuesday,Medium_Load,4.86
6236,6/3/2018 23:00,4.61,0,0,72.55,100,82800,Weekday,Tuesday,Medium_Load,4.86
6237,6/3/2018 23:15,4.1,0,0,76.17,100,83700,Weekday,Tuesday,Light_Load,4.82
6238,6/3/2018 23:30,3.85,0,0,78.13,100,84600,Weekday,Tuesday,Light_Load,4.82
6239,6/3/2018 23:45,3.92,0,0,77.39,100,85500,Weekday,Tuesday,Light_Load,4.79
6240,6/3/2018 0:00,3.96,0,0,77.07,100,0,Weekday,Tuesday,Light_Load,4.79
6241,7/3/2018 0:15,4.25,0,0,75.28,100,900,Weekday,Wednesday,Light_Load,4.86
6242,7/3/2018 0:30,4.57,0,0,73.13,100,1800,Weekday,Wednesday,Light_Load,4.9
6243,7/3/2018 0:45,4.43,0,0,70.39,100,2700,Weekday,Wednesday,Light_Load,4.39
6244,7/3/2018 1:00,4.07,0,0,65.52,100,3600,Weekday,Wednesday,Light_Load,3.53
6245,7/3/2018 1:15,3.24,0,0,69.93,100,4500,Weekday,Wednesday,Light_Load,3.17
6246,7/3/2018 1:30,3.02,0,0,71.96,100,5400,Weekday,Wednesday,Light_Load,3.13
6247,7/3/2018 1:45,3.17,0,0,71.48,100,6300,Weekday,Wednesday,Light_Load,3.24
6248,7/3/2018 2:00,3.06,0,0,71.51,100,7200,Weekday,Wednesday,Light_Load,3.13
6249,7/3/2018 2:15,2.92,0,0,73.12,100,8100,Weekday,Wednesday,Light_Load,3.13
6250,7/3/2018 2:30,3.17,0,0,70.71,100,9000,Weekday,Wednesday,Light_Load,3.17
6251,7/3/2018 2:45,3.1,0,0,71.5,100,9900,Weekday,Wednesday,Light_Load,3.17
6252,7/3/2018 3:00,3.24,0,0,70.27,100,10800,Weekday,Wednesday,Light_Load,3.2
6253,7/3/2018 3:15,3.31,0,0,69.95,100,11700,Weekday,Wednesday,Light_Load,3.24
6254,7/3/2018 3:30,4.68,0,0,62.12,100,12600,Weekday,Wednesday,Light_Load,3.71
6255,7/3/2018 3:45,4.61,0,0,68.96,100,13500,Weekday,Wednesday,Light_Load,4.39
6256,7/3/2018 4:00,4,0,0,66.17,100,14400,Weekday,Wednesday,Light_Load,3.53
6257,7/3/2018 4:15,3.13,0,0,71.49,100,15300,Weekday,Wednesday,Light_Load,3.2
6258,7/3/2018 4:30,3.24,0,0,69.93,100,16200,Weekday,Wednesday,Light_Load,3.17
6259,7/3/2018 4:45,3.2,0,0,70.38,100,17100,Weekday,Wednesday,Light_Load,3.17
6260,7/3/2018 5:00,3.24,0,0,69.93,100,18000,Weekday,Wednesday,Light_Load,3.17
6261,7/3/2018 5:15,3.2,0,0,70.38,100,18900,Weekday,Wednesday,Light_Load,3.17
6262,7/3/2018 5:30,3.06,0,0,72.7,100,19800,Weekday,Wednesday,Light_Load,3.24
6263,7/3/2018 5:45,3.17,0,0,70.71,100,20700,Weekday,Wednesday,Light_Load,3.17
6264,7/3/2018 6:00,3.1,0,0,71.5,100,21600,Weekday,Wednesday,Light_Load,3.17
6265,7/3/2018 6:15,3.96,0,0,65.8,100,22500,Weekday,Wednesday,Light_Load,3.46
6266,7/3/2018 6:30,4.57,0,0,63.03,100,23400,Weekday,Wednesday,Light_Load,3.71
6267,7/3/2018 6:45,3.96,0,0,66.12,100,24300,Weekday,Wednesday,Light_Load,3.49
6268,7/3/2018 7:00,4.32,0,0,66.24,100,25200,Weekday,Wednesday,Light_Load,3.82
6269,7/3/2018 7:15,3.42,0,0,72.88,100,26100,Weekday,Wednesday,Light_Load,3.64
6270,7/3/2018 7:30,3.71,0,0,71.74,100,27000,Weekday,Wednesday,Light_Load,3.82
6271,7/3/2018 7:45,4.46,0,0,72.68,100,27900,Weekday,Wednesday,Light_Load,4.72
6272,7/3/2018 8:00,26.21,0,0.02,78.19,100,28800,Weekday,Wednesday,Light_Load,32.87
6273,7/3/2018 8:15,42.95,0,0.03,78.66,100,29700,Weekday,Wednesday,Light_Load,54.72
6274,7/3/2018 8:30,53.75,0,0.04,84.71,100,30600,Weekday,Wednesday,Light_Load,85.68
6275,7/3/2018 8:45,63.5,0,0.05,84.63,100,31500,Weekday,Wednesday,Light_Load,100.87
6276,7/3/2018 9:00,33.88,0,0.04,93.6,100,32400,Weekday,Wednesday,Light_Load,90.11
6277,7/3/2018 9:15,30.02,0,0.05,95.77,100,33300,Weekday,Wednesday,Medium_Load,99.9
6278,7/3/2018 9:30,27.04,0,0.04,95.45,100,34200,Weekday,Wednesday,Medium_Load,86.58
6279,7/3/2018 9:45,39.46,0,0.05,94.29,100,35100,Weekday,Wednesday,Medium_Load,111.67
6280,7/3/2018 10:00,27.32,0,0.04,96.19,100,36000,Weekday,Wednesday,Medium_Load,96.12
6281,7/3/2018 10:15,8.57,0,0.03,98.96,100,36900,Weekday,Wednesday,Maximum_Load,58.93
6282,7/3/2018 10:30,24.59,0,0.04,96.75,100,37800,Weekday,Wednesday,Maximum_Load,94.14
6283,7/3/2018 10:45,33.3,0,0.05,95.69,100,38700,Weekday,Wednesday,Maximum_Load,109.73
6284,7/3/2018 11:00,18.83,0,0.04,97.64,100,39600,Weekday,Wednesday,Maximum_Load,85.18
6285,7/3/2018 11:15,39.56,0,0.04,92.62,100,40500,Weekday,Wednesday,Maximum_Load,97.2
6286,7/3/2018 11:30,37.12,0,0.03,85.54,100,41400,Weekday,Wednesday,Maximum_Load,61.31
6287,7/3/2018 11:45,30.17,0,0.02,86.35,100,42300,Weekday,Wednesday,Maximum_Load,51.66
6288,7/3/2018 12:00,29.34,0,0.02,85.91,100,43200,Weekday,Wednesday,Maximum_Load,49.25
6289,7/3/2018 12:15,2.95,17.06,0.01,97.98,64.61,44100,Weekday,Wednesday,Medium_Load,14.44
6290,7/3/2018 12:30,0,26.28,0,100,23.8,45000,Weekday,Wednesday,Medium_Load,6.44
6291,7/3/2018 12:45,0,25.96,0,100,25.86,45900,Weekday,Wednesday,Medium_Load,6.95
6292,7/3/2018 13:00,0,26.1,0,100,24.1,46800,Weekday,Wednesday,Medium_Load,6.48
6293,7/3/2018 13:15,22.14,7.13,0.03,94.34,99.36,47700,Weekday,Wednesday,Maximum_Load,62.96
6294,7/3/2018 13:30,43.78,0,0.05,91.93,100,48600,Weekday,Wednesday,Maximum_Load,102.28
6295,7/3/2018 13:45,20.77,0,0.03,93.96,100,49500,Weekday,Wednesday,Maximum_Load,57.02
6296,7/3/2018 14:00,29.66,0,0.04,94.8,100,50400,Weekday,Wednesday,Maximum_Load,88.34
6297,7/3/2018 14:15,31.18,0,0.04,94.19,100,51300,Weekday,Wednesday,Maximum_Load,87.44
6298,7/3/2018 14:30,53.89,0,0.06,91.58,100,52200,Weekday,Wednesday,Maximum_Load,122.87
6299,7/3/2018 14:45,37.48,0,0.05,93.69,100,53100,Weekday,Wednesday,Maximum_Load,100.44
6300,7/3/2018 15:00,30.67,0,0.04,94.19,100,54000,Weekday,Wednesday,Maximum_Load,86.04
6301,7/3/2018 15:15,53.86,0,0.06,92.08,100,54900,Weekday,Wednesday,Maximum_Load,127.12
6302,7/3/2018 15:30,28.87,0,0.04,94.76,100,55800,Weekday,Wednesday,Maximum_Load,85.68
6303,7/3/2018 15:45,31.79,0,0.04,94.97,100,56700,Weekday,Wednesday,Maximum_Load,96.44
6304,7/3/2018 16:00,28.8,0,0.04,95.05,100,57600,Weekday,Wednesday,Maximum_Load,88.09
6305,7/3/2018 16:15,33.77,0,0.04,94.2,100,58500,Weekday,Wednesday,Maximum_Load,94.75
